t1,key1,t2,key2,reduce,time
5000,20,5000,20,1,20928.475
5000,20,5000,20,2,18893.53
5000,20,5000,20,4,20027.994
5000,20,5000,20,5,20620.52
5000,20,5000,20,6,21230.535
5000,20,5000,20,7,21858.64
5000,20,5000,20,8,22505.326
5000,20,5000,20,10,23856.66
5000,20,5000,20,11,24562.41
5000,20,5000,20,12,25289.088
5000,20,5000,20,13,26037.264
5000,20,5000,20,14,26807.523
5000,20,5000,20,17,28634.928
5000,20,5000,20,18,29069.668
5000,20,5000,20,19,29511.064
5000,20,5000,20,20,29959.105
5000,20,5000,20,22,30875.816
5000,20,5000,20,23,31344.578
5000,20,5000,20,24,31820.516
5000,20,5000,20,25,32303.62
5000,20,5000,20,26,32794.12
5000,20,5000,20,28,33797.516
5000,20,5000,20,29,34310.7
5000,20,5000,20,30,34831.61
5000,20,5000,20,31,35360.496
5000,20,5000,20,32,35897.344
5000,20,5000,20,34,36995.758
5000,20,5000,20,35,37557.434
5000,20,5000,20,36,38411.945
5000,20,5000,20,37,39915.83
5000,20,5000,20,39,43232.46
5000,20,5000,20,40,49817.047
5000,20,10000,14,1,21615.148
5000,20,10000,14,2,19131.268
5000,20,10000,14,4,20280.008
5000,20,10000,14,5,20879.99
5000,20,10000,14,6,21497.723
5000,20,10000,14,7,22133.69
5000,20,10000,14,8,22788.512
5000,20,10000,14,9,23462.709
5000,20,10000,14,11,24871.53
5000,20,10000,14,12,25607.303
5000,20,10000,14,13,26364.893
5000,20,10000,14,14,27092.086
5000,20,10000,14,16,27921.068
5000,20,10000,14,17,28344.97
5000,20,10000,14,18,28775.363
5000,20,10000,14,19,29212.234
5000,20,10000,14,22,30563.227
5000,20,10000,14,23,31027.242
5000,20,10000,14,24,31498.3
5000,20,10000,14,25,31976.574
5000,20,10000,14,26,32462.047
5000,20,10000,14,27,32954.953
5000,20,10000,14,28,33455.344
5000,20,10000,14,29,33963.27
5000,20,10000,14,31,35002.434
5000,20,10000,14,32,35533.914
5000,20,10000,14,33,36073.395
5000,20,10000,14,34,36621.207
5000,20,10000,14,36,37741.625
5000,20,10000,14,37,38314.7
5000,20,10000,14,38,38896.473
5000,20,10000,14,39,39487.004
5000,20,15000,4,2,19769.645
5000,20,15000,4,3,20104.232
5000,20,15000,4,4,20699.016
5000,20,15000,4,5,21311.354
5000,20,15000,4,6,21941.848
5000,20,15000,4,7,22590.996
5000,20,15000,4,8,23259.35
5000,20,15000,4,9,23947.43
5000,20,15000,4,11,25385.355
5000,20,15000,4,12,25785.658
5000,20,15000,4,14,26574.615
5000,20,15000,4,15,26978.127
5000,20,15000,4,16,27387.713
5000,20,15000,4,17,27803.57
5000,20,15000,4,18,28225.688
5000,20,15000,4,20,29089.357
5000,20,15000,4,21,29530.996
