t1,key1,t2,key2,reduce,time
34779,10,20000,1,8,64187
34779,10,20000,1,10,64128
34779,10,20000,1,12,66140
34779,10,20000,3,4,34134
34779,10,20000,3,6,38146
34779,10,20000,3,8,36118
34779,10,20000,3,10,36117
34779,10,20000,3,12,38132
34779,10,20000,5,4,36129
34779,10,20000,5,6,30132
34779,10,20000,5,8,32127
34779,10,20000,5,10,30133
34779,10,20000,5,12,32248
34779,10,20000,10,4,34181
34779,10,20000,10,6,32417
34779,10,20000,10,8,30120
34779,10,20000,10,10,32133
34779,10,20000,10,12,32129
34779,10,20000,30,4,24140
34779,10,20000,30,6,24144
34779,10,20000,30,8,26131
34779,10,20000,30,10,28132
34779,10,20000,30,12,28135
34779,10,20000,50,4,22147
34779,10,20000,50,6,24127
34779,10,20000,50,8,24131
34779,10,20000,50,10,26116
34779,10,20000,50,12,26114
34779,10,20000,100,4,22116
34779,10,20000,100,6,24118
34779,10,20000,100,8,24126
34779,10,20000,100,10,26132
34779,10,20000,100,12,24120
34779,10,20000,300,4,20119
34779,10,20000,300,6,22126
34779,10,20000,300,8,24121
34779,10,20000,300,10,24119
34779,10,20000,300,12,26133
34779,10,50000,5,4,138151
34779,10,50000,5,6,92149
34779,10,50000,5,8,140130
34779,10,50000,5,10,66290
34779,10,50000,5,12,92128
68326,4,68326,4,4,232138
68326,4,68326,4,6,238134
68326,4,68326,4,8,246144
68326,4,68326,4,10,240140
68326,4,68326,4,12,234140
68326,4,22320,18,4,36145
68326,4,22320,18,6,36128
68326,4,22320,18,8,36135
68326,4,22320,18,10,36126
68326,4,22320,18,12,38216
68326,4,54197,18,4,58127
68326,4,54197,18,6,58313
68326,4,54197,18,8,58124
68326,4,54197,18,10,56134
68326,4,54197,18,12,60133
68326,4,20000,1,4,256143
68326,4,20000,1,6,256144
68326,4,20000,1,8,262147
68326,4,20000,1,10,258193
68326,4,20000,1,12,244137
68326,4,20000,3,4,98189
68326,4,20000,3,6,98268
68326,4,20000,3,8,100133
68326,4,20000,3,10,100122
68326,4,20000,3,12,96125
68326,4,20000,5,4,66114
68326,4,20000,5,6,66110
68326,4,20000,5,8,66124
68326,4,20000,5,10,68889
68326,4,20000,5,12,68147
68326,4,20000,10,4,44144
68326,4,20000,10,6,46241
68326,4,20000,10,8,44129
68326,4,20000,10,10,44138
68326,4,20000,10,12,46135
68326,4,20000,30,4,28131
68326,4,20000,30,6,30117
68326,4,20000,30,8,30197
68326,4,20000,30,10,30175
68326,4,20000,30,12,30121
68326,4,20000,50,4,24121
68326,4,20000,50,6,26133
68326,4,20000,50,8,26101
68326,4,20000,50,10,26120
68326,4,20000,50,12,28118
68326,4,20000,100,4,22135
68326,4,20000,100,6,22136
68326,4,20000,100,8,24127
68326,4,20000,100,10,24146
68326,4,20000,100,12,28141
68326,4,20000,300,4,22164
68326,4,20000,300,6,24143
68326,4,20000,300,8,22131
68326,4,20000,300,10,24134
68326,4,20000,300,12,24125
68326,4,50000,5,4,506159
68326,4,50000,5,6,380160
68326,4,50000,5,8,478150
68326,4,50000,5,10,150120
68326,4,50000,5,12,388135
22320,18,22320,18,4,24132
22320,18,22320,18,6,26133
22320,18,22320,18,8,26116
22320,18,22320,18,10,26132
22320,18,22320,18,12,28133
22320,18,54197,18,4,32129
22320,18,54197,18,6,30127
22320,18,54197,18,8,30122
22320,18,54197,18,10,30117
22320,18,54197,18,12,32113
22320,18,20000,1,4,34117
22320,18,20000,1,6,34135
22320,18,20000,1,8,36132
22320,18,20000,1,10,36125
22320,18,20000,1,12,36150
22320,18,20000,3,4,26130
22320,18,20000,3,6,26114
22320,18,20000,3,8,26133
22320,18,20000,3,10,26128
22320,18,20000,3,12,28118
22320,18,20000,5,4,24130
22320,18,20000,5,6,24145
22320,18,20000,5,8,26134
22320,18,20000,5,10,26115
22320,18,20000,5,12,28138
22320,18,20000,10,4,24193
22320,18,20000,10,6,24120
22320,18,20000,10,8,28116
22320,18,20000,10,10,28197
22320,18,20000,10,12,26134
22320,18,20000,30,4,22117
22320,18,20000,30,6,24115
22320,18,20000,30,8,26146
22320,18,20000,30,10,28133
22320,18,20000,30,12,28128
22320,18,20000,50,4,22115
22320,18,20000,50,6,24122
22320,18,20000,50,8,26272
22320,18,20000,50,10,26141
22320,18,20000,50,12,26132
22320,18,20000,100,4,22196
22320,18,20000,100,6,24132
22320,18,20000,100,8,24131
22320,18,20000,100,10,24137
22320,18,20000,100,12,24125
22320,18,20000,300,4,22148
22320,18,20000,300,6,22121
22320,18,20000,300,8,24127
22320,18,20000,300,10,24130
22320,18,20000,300,12,26138
22320,18,50000,5,4,58138
22320,18,50000,5,6,44122
22320,18,50000,5,8,62130
22320,18,50000,5,10,36140
22320,18,50000,5,12,44137
54197,18,54197,18,4,50141
54197,18,54197,18,6,40447
54197,18,54197,18,8,42122
54197,18,54197,18,10,40146
54197,18,54197,18,12,42123
54197,18,20000,1,4,58135
54197,18,20000,1,6,58138
54197,18,20000,1,8,58142
54197,18,20000,1,10,62131
54197,18,20000,1,12,60142
54197,18,20000,3,4,34152
54197,18,20000,3,6,34459
54197,18,20000,3,8,34149
54197,18,20000,3,10,34161
54197,18,20000,3,12,36140
54197,18,20000,5,4,34136
54197,18,20000,5,6,30149
54197,18,20000,5,8,32134
54197,18,20000,5,10,32157
54197,18,20000,5,12,32153
54197,18,20000,10,4,32135
54197,18,20000,10,6,30143
54197,18,20000,10,8,28117
54197,18,20000,10,10,32130
54197,18,20000,10,12,32131
54197,18,20000,30,4,26591
54197,18,20000,30,6,26145
54197,18,20000,30,8,28191
54197,18,20000,30,10,28130
54197,18,20000,30,12,28130
54197,18,20000,50,4,24111
54197,18,20000,50,6,26118
54197,18,20000,50,8,26190
54197,18,20000,50,10,26138
54197,18,20000,50,12,28116
54197,18,20000,100,4,20130
54197,18,20000,100,6,24127
54197,18,20000,100,8,24147
54197,18,20000,100,10,24133
54197,18,20000,100,12,28133
54197,18,20000,300,4,22115
54197,18,20000,300,6,22334
54197,18,20000,300,8,24178
54197,18,20000,300,10,26132
54197,18,20000,300,12,24127
54197,18,50000,5,4,124136
54197,18,50000,5,6,82121
54197,18,50000,5,8,126130
54197,18,50000,5,10,60132
54197,18,50000,5,12,84119
