t1,key1,t2,key2,reduce,time
5000,5,20000,50,4,24148.951
5000,5,20000,50,5,33110.86
5000,5,20000,50,7,21025.117
5000,5,20000,50,8,25722.684
5000,5,20000,100,1,112404.68
5000,5,20000,100,2,31762.426
5000,5,20000,100,3,88280.89
5000,5,20000,100,4,29021.719
5000,5,20000,100,5,27575.232
5000,5,20000,100,6,26513.05
5000,5,20000,100,7,213566.53
5000,5,20000,100,8,27396.385
5000,5,20000,300,1,614418.8
5000,5,20000,300,2,201272.64
5000,5,20000,300,3,28308.502
5000,5,20000,300,5,34136.184
5000,5,20000,300,6,29429.363
5000,5,20000,300,7,24171.508
5000,5,20000,300,8,32277.691
50000,5,50000,5,1,26124.518
50000,5,50000,5,2,33842.152
50000,5,50000,5,3,72827.68
50000,5,50000,5,4,162478.12
50000,5,50000,5,6,28981.256
50000,5,50000,5,7,27405.139
50000,5,50000,5,9,108013.82
50000,5,500000,5,1,28395.89
50000,5,500000,5,3,28199.535
50000,5,500000,5,4,26450.52
50000,5,500000,5,5,1356809.4
50000,5,500000,5,7,125662.97
50000,5,500000,5,8,28002.775
50000,5,20000,1,1,22792.207
50000,5,20000,1,2,67595.836
50000,5,20000,1,3,29328.807
50000,5,20000,1,4,31808.137
50000,5,20000,1,5,34098.57
50000,5,20000,1,6,65836.5
50000,5,20000,1,7,28971.004
50000,5,20000,1,8,43043.918
50000,5,20000,3,1,65547.44
50000,5,20000,3,2,29461.459
50000,5,20000,3,4,31802.13
50000,5,20000,3,5,27432.281
50000,5,20000,3,6,32291.053
50000,5,20000,3,7,28097.768
50000,5,20000,3,8,310698.66
50000,5,20000,3,9,99917.89
50000,5,20000,5,2,86334.28
50000,5,20000,5,3,23985.164
50000,5,20000,5,4,109950.15
50000,5,20000,5,5,22481.559
50000,5,20000,5,7,31193.121
50000,5,20000,5,8,52392.562
50000,5,20000,10,1,29411.041
50000,5,20000,10,2,148010.12
50000,5,20000,10,3,26450.066
50000,5,20000,10,4,29683.865
50000,5,20000,10,5,59820.434
50000,5,20000,10,7,40743.41
50000,5,20000,10,8,119353.63
50000,5,20000,10,9,119874.484
50000,5,20000,30,1,28558.158
50000,5,20000,30,2,534497.4
50000,5,20000,30,4,87738.35
50000,5,20000,30,5,149477.16
50000,5,20000,30,6,69304.625
50000,5,20000,30,7,47186.977
50000,5,20000,30,9,25195.035
50000,5,20000,50,1,22990.408
50000,5,20000,50,2,29224.55
50000,5,20000,50,4,29452.723
50000,5,20000,50,5,79324.51
50000,5,20000,50,6,26661.178
50000,5,20000,50,7,58712.49
50000,5,20000,50,9,28080.22
50000,5,20000,100,1,29227.143
50000,5,20000,100,2,29368.662
50000,5,20000,100,3,22302.18
50000,5,20000,100,5,77234.87
50000,5,20000,100,6,29419.625
50000,5,20000,100,8,30327.406
50000,5,20000,100,9,27790.447
50000,5,20000,300,1,28253.158
50000,5,20000,300,2,1529172.4
50000,5,20000,300,3,21873.863
50000,5,20000,300,4,25969.637
50000,5,20000,300,6,27997.168
50000,5,20000,300,7,115263.48
50000,5,20000,300,8,61713.51
50000,5,50000,5,1,27948.35
50000,5,50000,5,3,27596.963
50000,5,50000,5,7,33271.82
50000,5,50000,5,9,27889.771
50000,5,500000,5,3,29196.916
50000,5,20000,1,3,52967.5
50000,5,20000,1,7,27281.354
50000,5,20000,1,9,45961.023
50000,5,20000,3,3,27014.324
50000,5,20000,3,5,41663.258
50000,5,20000,3,7,43210.285
50000,5,20000,5,3,26738.584
50000,5,20000,5,5,136162.81
